criteria_mode,target_usd,target_words,year,question,replicate,p
defined,80000000,80 million,2049,"bitcoin will reach 80 million by December 31, 2049",85,0.38
defined,80000000,80 million,2049,"bitcoin will reach 80 million by December 31, 2049",86,0.4
defined,80000000,80 million,2049,"bitcoin will reach 80 million by December 31, 2049",87,0.39
defined,80000000,80 million,2049,"bitcoin will reach 80 million by December 31, 2049",88,0.41
defined,80000000,80 million,2049,"bitcoin will reach 80 million by December 31, 2049",89,0.35
defined,80000000,80 million,2049,"bitcoin will reach 80 million by December 31, 2049",90,0.43
defined,80000000,80 million,2049,"bitcoin will reach 80 million by December 31, 2049",91,0.38
defined,80000000,80 million,2049,"bitcoin will reach 80 million by December 31, 2049",92,0.41
defined,80000000,80 million,2049,"bitcoin will reach 80 million by December 31, 2049",93,0.41
defined,80000000,80 million,2049,"bitcoin will reach 80 million by December 31, 2049",94,0.37
defined,80000000,80 million,2049,"bitcoin will reach 80 million by December 31, 2049",95,0.42
defined,80000000,80 million,2049,"bitcoin will reach 80 million by December 31, 2049",96,0.42
defined,80000000,80 million,2049,"bitcoin will reach 80 million by December 31, 2049",97,0.38
defined,80000000,80 million,2049,"bitcoin will reach 80 million by December 31, 2049",98,0.41
defined,80000000,80 million,2049,"bitcoin will reach 80 million by December 31, 2049",99,0.4
defined,80000000,80 million,2049,"bitcoin will reach 80 million by December 31, 2049",100,0.41
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",1,0.28
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",2,0.31
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",3,0.4
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",4,0.38
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",5,0.36
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",6,0.38
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",7,0.39
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",8,0.3
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",9,0.37
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",10,0.36
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",11,0.33
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",12,0.28
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",13,0.4
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",14,0.37
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",15,0.41
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",16,0.41
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",17,0.37
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",18,0.41
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",19,0.38
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",20,0.42
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",21,0.43
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",22,0.34
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",23,0.28
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",24,0.35
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",25,0.39
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",26,0.36
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",27,0.4
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",28,0.42
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",29,0.4
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",30,0.4
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",31,0.37
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",32,0.4
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",33,0.42
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",34,0.28
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",35,0.33
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",36,0.41
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",37,0.42
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",38,0.32
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",39,0.3
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",40,0.37
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",41,0.38
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",42,0.37
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",43,0.4
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",44,0.37
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",45,0.42
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",46,0.32
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",47,0.4
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",48,0.34
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",49,0.38
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",50,0.42
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",51,0.37
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",52,0.4
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",53,0.34
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",54,0.34
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",55,0.39
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",56,0.37
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",57,0.35
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",58,0.39
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",59,0.4
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",60,0.4
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",61,0.39
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",62,0.35
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",63,0.33
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",64,0.34
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",65,0.39
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",66,0.4
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",67,0.39
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",68,0.4
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",69,0.37
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",70,0.41
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",71,0.34
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",72,0.39
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",73,0.39
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",74,0.39
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",75,0.38
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",76,0.38
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",77,0.43
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",78,0.41
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",79,0.42
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",80,0.37
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",81,0.39
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",82,0.32
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",83,0.4
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",84,0.37
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",85,0.43
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",86,0.4
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",87,0.34
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",88,0.32
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",89,0.37
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",90,0.37
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",91,0.4
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",92,0.38
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",93,0.36
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",94,0.41
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",95,0.4
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",96,0.36
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",97,0.38
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",98,0.39
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",99,0.41
defined,90000000,90 million,2049,"bitcoin will reach 90 million by December 31, 2049",100,0.39
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",1,0.45
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",2,0.44
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",3,0.45
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",4,0.41
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",5,0.45
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",6,0.41
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",7,0.43
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",8,0.45
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",9,0.41
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",10,0.43
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",11,0.43
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",12,0.45
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",13,0.44
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",14,0.45
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",15,0.36
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",16,0.38
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",17,0.44
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",18,0.47
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",19,0.39
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",20,0.39
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",21,0.43
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",22,0.44
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",23,0.44
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",24,0.43
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",25,0.42
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",26,0.41
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",27,0.4
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",28,0.44
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",29,0.42
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",30,0.4
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",31,0.48
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",32,0.46
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",33,0.31
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",34,0.4
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",35,0.4
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",36,0.47
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",37,0.43
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",38,0.44
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",39,0.46
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",40,0.34
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",41,0.45
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",42,0.42
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",43,0.4
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",44,0.41
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",45,0.46
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",46,0.44
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",47,0.44
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",48,0.41
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",49,0.42
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",50,0.42
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",51,0.39
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",52,0.39
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",53,0.45
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",54,0.43
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",55,0.4
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",56,0.43
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",57,0.46
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",58,0.45
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",59,0.43
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",60,0.43
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",61,0.42
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",62,0.39
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",63,0.42
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",64,0.4
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",65,0.42
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",66,0.44
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",67,0.43
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",68,0.41
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",69,0.41
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",70,0.42
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",71,0.39
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",72,0.36
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",73,0.38
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",74,0.43
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",75,0.41
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",76,0.49
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",77,0.4
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",78,0.42
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",79,0.41
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",80,0.45
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",81,0.48
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",82,0.41
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",83,0.45
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",84,0.43
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",85,0.44
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",86,0.4
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",87,0.44
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",88,0.44
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",89,0.48
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",90,0.41
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",91,0.4
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",92,0.38
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",93,0.44
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",94,0.44
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",95,0.45
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",96,0.47
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",97,0.45
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",98,0.36
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",99,0.41
defined,100000000,100 million,2049,"bitcoin will reach 100 million by December 31, 2049",100,0.43
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",1,0.84
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",2,0.84
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",3,0.84
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",4,0.84
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",5,0.85
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",6,0.85
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",7,0.85
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",8,0.84
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",9,0.82
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",10,0.85
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",11,0.84
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",12,0.82
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",13,0.85
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",14,0.85
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",15,0.83
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",16,0.86
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",17,0.85
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",18,0.85
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",19,0.85
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",20,0.85
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",21,0.84
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",22,0.84
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",23,0.84
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",24,0.85
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",25,0.84
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",26,0.85
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",27,0.86
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",28,0.83
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",29,0.84
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",30,0.85
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",31,0.86
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",32,0.86
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",33,0.83
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",34,0.84
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",35,0.83
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",36,0.84
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",37,0.84
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",38,0.86
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",39,0.84
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",40,0.84
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",41,0.86
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",42,0.83
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",43,0.84
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",44,0.84
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",45,0.84
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",46,0.83
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",47,0.86
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",48,0.83
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",49,0.83
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",50,0.86
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",51,0.83
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",52,0.85
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",53,0.84
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",54,0.85
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",55,0.84
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",56,0.85
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",57,0.82
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",58,0.85
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",59,0.84
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",60,0.85
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",61,0.83
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",62,0.83
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",63,0.85
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",64,0.85
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",65,0.85
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",66,0.83
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",67,0.85
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",68,0.85
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",69,0.85
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",70,0.85
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",71,0.85
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",72,0.84
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",73,0.84
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",74,0.83
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",75,0.84
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",76,0.86
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",77,0.83
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",78,0.84
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",79,0.85
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",80,0.83
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",81,0.83
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",82,0.85
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",83,0.84
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",84,0.85
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",85,0.84
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",86,0.85
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",87,0.85
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",88,0.83
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",89,0.84
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",90,0.83
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",91,0.84
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",92,0.84
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",93,0.85
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",94,0.84
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",95,0.84
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",96,0.85
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",97,0.86
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",98,0.85
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",99,0.83
defined,50000,50 thousand,2050,"bitcoin will reach 50 thousand by December 31, 2050",100,0.83
defined,100000,100 thousand,2050,"bitcoin will reach 100 thousand by December 31, 2050",1,0.8
defined,100000,100 thousand,2050,"bitcoin will reach 100 thousand by December 31, 2050",2,0.81
defined,100000,100 thousand,2050,"bitcoin will reach 100 thousand by December 31, 2050",3,0.78
defined,100000,100 thousand,2050,"bitcoin will reach 100 thousand by December 31, 2050",4,0.8
defined,100000,100 thousand,2050,"bitcoin will reach 100 thousand by December 31, 2050",5,0.79
defined,100000,100 thousand,2050,"bitcoin will reach 100 thousand by December 31, 2050",6,0.79
defined,100000,100 thousand,2050,"bitcoin will reach 100 thousand by December 31, 2050",7,0.8
defined,100000,100 thousand,2050,"bitcoin will reach 100 thousand by December 31, 2050",8,0.8
