transition,date,replicate,arm,answer,model
2025,2026-01-11,3,binary_probability,0.47,jev-1.13.0
2025,2026-01-11,3,yes_no_choice,Yes,jev-1.13.0
2025,2026-01-11,3,who_choice,Donald Trump,jev-1.13.0
2021,2021-01-07,3,binary_probability,0.96,jev-1.13.0
2021,2021-01-07,3,yes_no_choice,Yes,jev-1.13.0
2021,2021-01-07,3,who_choice,Donald Trump,jev-1.13.0
2025,2024-11-03,3,binary_probability,0.27,jev-1.13.0
2025,2024-11-03,3,yes_no_choice,No,jev-1.13.0
2025,2024-11-03,3,who_choice,Joe Biden,jev-1.13.0
2025,2025-05-03,3,binary_probability,0.53,jev-1.13.0
2025,2025-05-03,3,yes_no_choice,Yes,jev-1.13.0
2025,2025-05-03,3,who_choice,Donald Trump,jev-1.13.0
2025,2026-01-05,3,binary_probability,0.44,jev-1.13.0
2025,2026-01-05,3,yes_no_choice,Yes,jev-1.13.0
2025,2026-01-05,3,who_choice,Donald Trump,jev-1.13.0
2021,2021-07-17,3,binary_probability,0.02,jev-1.13.0
2021,2021-07-17,3,yes_no_choice,No,jev-1.13.0
2021,2021-07-17,3,who_choice,Joe Biden,jev-1.13.0
2021,2020-12-17,3,binary_probability,0.97,jev-1.13.0
2021,2020-12-17,3,yes_no_choice,Yes,jev-1.13.0
2021,2020-12-17,3,who_choice,Donald Trump,jev-1.13.0
2021,2022-01-11,3,binary_probability,0.08,jev-1.13.0
2021,2022-01-11,3,yes_no_choice,No,jev-1.13.0
2021,2022-01-11,3,who_choice,Joe Biden,jev-1.13.0
2025,2024-12-16,3,binary_probability,0.29,jev-1.13.0
2025,2024-12-16,3,yes_no_choice,No,jev-1.13.0
2025,2024-12-16,3,who_choice,Donald Trump,jev-1.13.0
2025,2024-07-01,3,binary_probability,0.07,jev-1.13.0
2025,2024-07-01,3,yes_no_choice,No,jev-1.13.0
2025,2024-07-01,3,who_choice,Joe Biden,jev-1.13.0
2021,2022-01-10,3,binary_probability,0.09,jev-1.13.0
2021,2022-01-10,3,yes_no_choice,No,jev-1.13.0
2021,2022-01-10,3,who_choice,Joe Biden,jev-1.13.0
2025,2025-05-01,3,binary_probability,0.42,jev-1.13.0
2025,2025-05-01,3,yes_no_choice,No,jev-1.13.0
2025,2025-05-01,3,who_choice,Donald Trump,jev-1.13.0
2021,2021-05-13,3,binary_probability,0.03,jev-1.13.0
2021,2021-05-13,3,yes_no_choice,No,jev-1.13.0
2021,2021-05-13,3,who_choice,Joe Biden,jev-1.13.0
2025,2024-04-27,3,binary_probability,0.05,jev-1.13.0
2025,2024-04-27,3,yes_no_choice,No,jev-1.13.0
2025,2024-04-27,3,who_choice,Joe Biden,jev-1.13.0
2021,2021-02-20,3,binary_probability,0.05,jev-1.13.0
2021,2021-02-20,3,yes_no_choice,No,jev-1.13.0
2021,2021-02-20,3,who_choice,Joe Biden,jev-1.13.0
2021,2020-02-05,3,binary_probability,0.99,jev-1.13.0
2021,2020-02-05,3,yes_no_choice,Yes,jev-1.13.0
2021,2020-02-05,3,who_choice,Donald Trump,jev-1.13.0
2025,2024-10-19,3,binary_probability,0.09,jev-1.13.0
2025,2024-10-19,3,yes_no_choice,No,jev-1.13.0
2025,2024-10-19,3,who_choice,Joe Biden,jev-1.13.0
2025,2024-11-11,3,binary_probability,0.23,jev-1.13.0
2025,2024-11-11,3,yes_no_choice,No,jev-1.13.0
2025,2024-11-11,3,who_choice,Joe Biden,jev-1.13.0
2025,2025-12-29,3,binary_probability,0.6,jev-1.13.0
2025,2025-12-29,3,yes_no_choice,Yes,jev-1.13.0
2025,2025-12-29,3,who_choice,Donald Trump,jev-1.13.0
2025,2024-05-09,3,binary_probability,0.07,jev-1.13.0
2025,2024-05-09,3,yes_no_choice,No,jev-1.13.0
2025,2024-05-09,3,who_choice,Joe Biden,jev-1.13.0
2025,2024-10-18,3,binary_probability,0.13,jev-1.13.0
2025,2024-10-18,3,yes_no_choice,No,jev-1.13.0
2025,2024-10-18,3,who_choice,Joe Biden,jev-1.13.0
2021,2021-04-18,3,binary_probability,0.03,jev-1.13.0
2021,2021-04-18,3,yes_no_choice,No,jev-1.13.0
2021,2021-04-18,3,who_choice,Joe Biden,jev-1.13.0
2025,2025-04-29,3,binary_probability,0.43,jev-1.13.0
2025,2025-04-29,3,yes_no_choice,No,jev-1.13.0
2025,2025-04-29,3,who_choice,Donald Trump,jev-1.13.0
2025,2024-04-15,3,binary_probability,0.06,jev-1.13.0
2025,2024-04-15,3,yes_no_choice,No,jev-1.13.0
2025,2024-04-15,3,who_choice,Joe Biden,jev-1.13.0
2021,2021-11-11,3,binary_probability,0.02,jev-1.13.0
2021,2021-11-11,3,yes_no_choice,No,jev-1.13.0
2021,2021-11-11,3,who_choice,Joe Biden,jev-1.13.0
2025,2025-07-21,3,binary_probability,0.37,jev-1.13.0
2025,2025-07-21,3,yes_no_choice,Yes,jev-1.13.0
2025,2025-07-21,3,who_choice,Donald Trump,jev-1.13.0
2021,2020-06-07,3,binary_probability,0.98,jev-1.13.0
2021,2020-06-07,3,yes_no_choice,Yes,jev-1.13.0
2021,2020-06-07,3,who_choice,Donald Trump,jev-1.13.0
2025,2024-06-04,3,binary_probability,0.06,jev-1.13.0
2025,2024-06-04,3,yes_no_choice,No,jev-1.13.0
2025,2024-06-04,3,who_choice,Joe Biden,jev-1.13.0
2025,2025-11-17,3,binary_probability,0.51,jev-1.13.0
2025,2025-11-17,3,yes_no_choice,Yes,jev-1.13.0
2025,2025-11-17,3,who_choice,Donald Trump,jev-1.13.0
2025,2024-09-16,3,binary_probability,0.08,jev-1.13.0
2025,2024-09-16,3,yes_no_choice,No,jev-1.13.0
2025,2024-09-16,3,who_choice,Joe Biden,jev-1.13.0
2021,2021-02-24,3,binary_probability,0.06,jev-1.13.0
2021,2021-02-24,3,yes_no_choice,No,jev-1.13.0
2021,2021-02-24,3,who_choice,Joe Biden,jev-1.13.0
2025,2025-01-29,3,binary_probability,0.56,jev-1.13.0
2025,2025-01-29,3,yes_no_choice,Yes,jev-1.13.0
2025,2025-01-29,3,who_choice,Donald Trump,jev-1.13.0
2025,2026-01-14,3,binary_probability,0.42,jev-1.13.0
2025,2026-01-14,3,yes_no_choice,Yes,jev-1.13.0
2025,2026-01-14,3,who_choice,Donald Trump,jev-1.13.0
2025,2024-02-27,3,binary_probability,0.05,jev-1.13.0
2025,2024-02-27,3,yes_no_choice,No,jev-1.13.0
2025,2024-02-27,3,who_choice,Joe Biden,jev-1.13.0
2025,2024-05-30,3,binary_probability,0.07,jev-1.13.0
2025,2024-05-30,3,yes_no_choice,No,jev-1.13.0
2025,2024-05-30,3,who_choice,Joe Biden,jev-1.13.0
2025,2025-04-25,3,binary_probability,0.52,jev-1.13.0
2025,2025-04-25,3,yes_no_choice,Yes,jev-1.13.0
2025,2025-04-25,3,who_choice,Donald Trump,jev-1.13.0
2021,2021-04-10,3,binary_probability,0.03,jev-1.13.0
2021,2021-04-10,3,yes_no_choice,No,jev-1.13.0
2021,2021-04-10,3,who_choice,Joe Biden,jev-1.13.0
2021,2020-01-24,3,binary_probability,0.98,jev-1.13.0
2021,2020-01-24,3,yes_no_choice,Yes,jev-1.13.0
2021,2020-01-24,3,who_choice,Donald Trump,jev-1.13.0
2025,2025-10-06,3,binary_probability,0.44,jev-1.13.0
2025,2025-10-06,3,yes_no_choice,Yes,jev-1.13.0
2025,2025-10-06,3,who_choice,Donald Trump,jev-1.13.0
2021,2020-12-25,3,binary_probability,0.97,jev-1.13.0
2021,2020-12-25,3,yes_no_choice,Yes,jev-1.13.0
2021,2020-12-25,3,who_choice,Donald Trump,jev-1.13.0
2021,2020-02-20,3,binary_probability,0.99,jev-1.13.0
2021,2020-02-20,3,yes_no_choice,Yes,jev-1.13.0
2021,2020-02-20,3,who_choice,Donald Trump,jev-1.13.0
2021,2021-07-31,3,binary_probability,0.02,jev-1.13.0
2021,2021-07-31,3,yes_no_choice,No,jev-1.13.0
2021,2021-07-31,3,who_choice,Joe Biden,jev-1.13.0
2021,2021-09-03,3,binary_probability,0.02,jev-1.13.0
2021,2021-09-03,3,yes_no_choice,No,jev-1.13.0
2021,2021-09-03,3,who_choice,Joe Biden,jev-1.13.0
2021,2020-06-30,3,binary_probability,0.98,jev-1.13.0
2021,2020-06-30,3,yes_no_choice,Yes,jev-1.13.0
2021,2020-06-30,3,who_choice,Donald Trump,jev-1.13.0
2021,2021-12-16,3,binary_probability,0.02,jev-1.13.0
2021,2021-12-16,3,yes_no_choice,No,jev-1.13.0
2021,2021-12-16,3,who_choice,Joe Biden,jev-1.13.0
2021,2020-05-31,3,binary_probability,0.98,jev-1.13.0
2021,2020-05-31,3,yes_no_choice,Yes,jev-1.13.0
2021,2020-05-31,3,who_choice,Donald Trump,jev-1.13.0
2025,2025-07-22,3,binary_probability,0.4,jev-1.13.0
2025,2025-07-22,3,yes_no_choice,No,jev-1.13.0
2025,2025-07-22,3,who_choice,Donald Trump,jev-1.13.0
2025,2024-06-14,3,binary_probability,0.06,jev-1.13.0
2025,2024-06-14,3,yes_no_choice,No,jev-1.13.0
2025,2024-06-14,3,who_choice,Joe Biden,jev-1.13.0
2025,2025-02-10,3,binary_probability,0.63,jev-1.13.0
2025,2025-02-10,3,yes_no_choice,Yes,jev-1.13.0
2025,2025-02-10,3,who_choice,Donald Trump,jev-1.13.0
2021,2021-10-22,3,binary_probability,0.02,jev-1.13.0
2021,2021-10-22,3,yes_no_choice,No,jev-1.13.0
2021,2021-10-22,3,who_choice,Joe Biden,jev-1.13.0
2025,2025-03-21,3,binary_probability,0.58,jev-1.13.0
2025,2025-03-21,3,yes_no_choice,Yes,jev-1.13.0
2025,2025-03-21,3,who_choice,Donald Trump,jev-1.13.0
2021,2021-04-22,3,binary_probability,0.04,jev-1.13.0
2021,2021-04-22,3,yes_no_choice,No,jev-1.13.0
2021,2021-04-22,3,who_choice,Joe Biden,jev-1.13.0
2021,2021-10-03,3,binary_probability,0.02,jev-1.13.0
2021,2021-10-03,3,yes_no_choice,No,jev-1.13.0
2021,2021-10-03,3,who_choice,Joe Biden,jev-1.13.0
2021,2020-12-27,3,binary_probability,0.96,jev-1.13.0
2021,2020-12-27,3,yes_no_choice,Yes,jev-1.13.0
2021,2020-12-27,3,who_choice,Donald Trump,jev-1.13.0
2025,2025-10-28,3,binary_probability,0.5,jev-1.13.0
2025,2025-10-28,3,yes_no_choice,Yes,jev-1.13.0
2025,2025-10-28,3,who_choice,Donald Trump,jev-1.13.0
2025,2024-09-02,3,binary_probability,0.08,jev-1.13.0
2025,2024-09-02,3,yes_no_choice,No,jev-1.13.0
2025,2024-09-02,3,who_choice,Joe Biden,jev-1.13.0
2025,2025-01-08,3,binary_probability,0.48,jev-1.13.0
2025,2025-01-08,3,yes_no_choice,Yes,jev-1.13.0
2025,2025-01-08,3,who_choice,Donald Trump,jev-1.13.0
2025,2024-12-17,3,binary_probability,0.23,jev-1.13.0
2025,2024-12-17,3,yes_no_choice,No,jev-1.13.0
2025,2024-12-17,3,who_choice,Donald Trump,jev-1.13.0
2021,2020-05-23,3,binary_probability,0.98,jev-1.13.0
2021,2020-05-23,3,yes_no_choice,Yes,jev-1.13.0
2021,2020-05-23,3,who_choice,Donald Trump,jev-1.13.0
2025,2025-05-11,3,binary_probability,0.5,jev-1.13.0
2025,2025-05-11,3,yes_no_choice,Yes,jev-1.13.0
2025,2025-05-11,3,who_choice,Donald Trump,jev-1.13.0
2021,2020-07-18,3,binary_probability,0.98,jev-1.13.0
2021,2020-07-18,3,yes_no_choice,Yes,jev-1.13.0
2021,2020-07-18,3,who_choice,Donald Trump,jev-1.13.0
2021,2021-12-26,3,binary_probability,0.02,jev-1.13.0
2021,2021-12-26,3,yes_no_choice,No,jev-1.13.0
2021,2021-12-26,3,who_choice,Joe Biden,jev-1.13.0
2025,2025-10-19,3,binary_probability,0.47,jev-1.13.0
2025,2025-10-19,3,yes_no_choice,Yes,jev-1.13.0
2025,2025-10-19,3,who_choice,Donald Trump,jev-1.13.0
2021,2020-08-27,3,binary_probability,0.99,jev-1.13.0
2021,2020-08-27,3,yes_no_choice,Yes,jev-1.13.0
2021,2020-08-27,3,who_choice,Donald Trump,jev-1.13.0
2021,2021-05-17,3,binary_probability,0.03,jev-1.13.0
2021,2021-05-17,3,yes_no_choice,No,jev-1.13.0
2021,2021-05-17,3,who_choice,Joe Biden,jev-1.13.0
2025,2025-07-31,3,binary_probability,0.46,jev-1.13.0
2025,2025-07-31,3,yes_no_choice,Yes,jev-1.13.0
2025,2025-07-31,3,who_choice,Donald Trump,jev-1.13.0
2021,2020-03-10,3,binary_probability,0.99,jev-1.13.0
2021,2020-03-10,3,yes_no_choice,Yes,jev-1.13.0
2021,2020-03-10,3,who_choice,Donald Trump,jev-1.13.0
2025,2024-10-25,3,binary_probability,0.12,jev-1.13.0
2025,2024-10-25,3,yes_no_choice,No,jev-1.13.0
2025,2024-10-25,3,who_choice,Joe Biden,jev-1.13.0
2025,2024-10-26,3,binary_probability,0.19,jev-1.13.0
2025,2024-10-26,3,yes_no_choice,No,jev-1.13.0
2025,2024-10-26,3,who_choice,Joe Biden,jev-1.13.0
2021,2021-06-11,3,binary_probability,0.02,jev-1.13.0
2021,2021-06-11,3,yes_no_choice,No,jev-1.13.0
2021,2021-06-11,3,who_choice,Joe Biden,jev-1.13.0
2021,2021-11-15,3,binary_probability,0.02,jev-1.13.0
2021,2021-11-15,3,yes_no_choice,No,jev-1.13.0
2021,2021-11-15,3,who_choice,Joe Biden,jev-1.13.0
2021,2021-11-10,3,binary_probability,0.02,jev-1.13.0
2021,2021-11-10,3,yes_no_choice,No,jev-1.13.0
2021,2021-11-10,3,who_choice,Joe Biden,jev-1.13.0
2025,2024-04-03,3,binary_probability,0.06,jev-1.13.0
2025,2024-04-03,3,yes_no_choice,No,jev-1.13.0
2025,2024-04-03,3,who_choice,Joe Biden,jev-1.13.0
2025,2025-07-16,3,binary_probability,0.44,jev-1.13.0
2025,2025-07-16,3,yes_no_choice,No,jev-1.13.0
2025,2025-07-16,3,who_choice,Donald Trump,jev-1.13.0
2021,2021-04-06,3,binary_probability,0.03,jev-1.13.0
2021,2021-04-06,3,yes_no_choice,No,jev-1.13.0
2021,2021-04-06,3,who_choice,Joe Biden,jev-1.13.0
2025,2024-11-29,3,binary_probability,0.23,jev-1.13.0
2025,2024-11-29,3,yes_no_choice,No,jev-1.13.0
2025,2024-11-29,3,who_choice,Joe Biden,jev-1.13.0
2025,2025-04-16,3,binary_probability,0.52,jev-1.13.0
2025,2025-04-16,3,yes_no_choice,Yes,jev-1.13.0
2025,2025-04-16,3,who_choice,Donald Trump,jev-1.13.0
2025,2024-03-20,3,binary_probability,0.12,jev-1.13.0
2025,2024-03-20,3,yes_no_choice,No,jev-1.13.0
2025,2024-03-20,3,who_choice,Joe Biden,jev-1.13.0
2025,2025-07-20,3,binary_probability,0.43,jev-1.13.0
2025,2025-07-20,3,yes_no_choice,Yes,jev-1.13.0
2025,2025-07-20,3,who_choice,Donald Trump,jev-1.13.0
2021,2022-01-07,3,binary_probability,0.27,jev-1.13.0
2021,2022-01-07,3,yes_no_choice,No,jev-1.13.0
2021,2022-01-07,3,who_choice,Joe Biden,jev-1.13.0
2021,2021-08-21,3,binary_probability,0.02,jev-1.13.0
2021,2021-08-21,3,yes_no_choice,No,jev-1.13.0
2021,2021-08-21,3,who_choice,Joe Biden,jev-1.13.0
2021,2021-11-17,3,binary_probability,0.02,jev-1.13.0
2021,2021-11-17,3,yes_no_choice,No,jev-1.13.0
2021,2021-11-17,3,who_choice,Joe Biden,jev-1.13.0
2021,2020-07-24,3,binary_probability,0.99,jev-1.13.0
2021,2020-07-24,3,yes_no_choice,Yes,jev-1.13.0
2021,2020-07-24,3,who_choice,Donald Trump,jev-1.13.0
2025,2024-06-20,3,binary_probability,0.08,jev-1.13.0
2025,2024-06-20,3,yes_no_choice,No,jev-1.13.0
2025,2024-06-20,3,who_choice,Joe Biden,jev-1.13.0
2021,2021-10-31,3,binary_probability,0.02,jev-1.13.0
2021,2021-10-31,3,yes_no_choice,No,jev-1.13.0
2021,2021-10-31,3,who_choice,Joe Biden,jev-1.13.0
2021,2021-04-27,3,binary_probability,0.03,jev-1.13.0
2021,2021-04-27,3,yes_no_choice,No,jev-1.13.0
2021,2021-04-27,3,who_choice,Joe Biden,jev-1.13.0
2021,2020-08-23,3,binary_probability,0.99,jev-1.13.0
2021,2020-08-23,3,yes_no_choice,Yes,jev-1.13.0
2021,2020-08-23,3,who_choice,Donald Trump,jev-1.13.0
2021,2021-08-27,3,binary_probability,0.02,jev-1.13.0
2021,2021-08-27,3,yes_no_choice,No,jev-1.13.0
2021,2021-08-27,3,who_choice,Joe Biden,jev-1.13.0
2021,2020-03-05,3,binary_probability,0.98,jev-1.13.0
2021,2020-03-05,3,yes_no_choice,Yes,jev-1.13.0
2021,2020-03-05,3,who_choice,Donald Trump,jev-1.13.0
2025,2024-09-21,3,binary_probability,0.04,jev-1.13.0
2025,2024-09-21,3,yes_no_choice,No,jev-1.13.0
2025,2024-09-21,3,who_choice,Joe Biden,jev-1.13.0
2021,2020-10-24,3,binary_probability,0.99,jev-1.13.0
2021,2020-10-24,3,yes_no_choice,Yes,jev-1.13.0
2021,2020-10-24,3,who_choice,Donald Trump,jev-1.13.0
2025,2025-02-28,3,binary_probability,0.63,jev-1.13.0
2025,2025-02-28,3,yes_no_choice,Yes,jev-1.13.0
2025,2025-02-28,3,who_choice,Donald Trump,jev-1.13.0
2025,2024-02-28,3,binary_probability,0.08,jev-1.13.0
2025,2024-02-28,3,yes_no_choice,No,jev-1.13.0
2025,2024-02-28,3,who_choice,Joe Biden,jev-1.13.0
2025,2025-01-30,3,binary_probability,0.57,jev-1.13.0
2025,2025-01-30,3,yes_no_choice,Yes,jev-1.13.0
2025,2025-01-30,3,who_choice,Donald Trump,jev-1.13.0
2025,2024-11-02,3,binary_probability,0.27,jev-1.13.0
2025,2024-11-02,3,yes_no_choice,No,jev-1.13.0
2025,2024-11-02,3,who_choice,Joe Biden,jev-1.13.0
2021,2020-03-17,3,binary_probability,0.98,jev-1.13.0
2021,2020-03-17,3,yes_no_choice,Yes,jev-1.13.0
2021,2020-03-17,3,who_choice,Donald Trump,jev-1.13.0
2021,2020-11-28,3,binary_probability,0.97,jev-1.13.0
2021,2020-11-28,3,yes_no_choice,Yes,jev-1.13.0
2021,2020-11-28,3,who_choice,Donald Trump,jev-1.13.0
2025,2025-09-03,3,binary_probability,0.42,jev-1.13.0
2025,2025-09-03,3,yes_no_choice,No,jev-1.13.0
2025,2025-09-03,3,who_choice,Donald Trump,jev-1.13.0
2025,2024-06-12,3,binary_probability,0.07,jev-1.13.0
2025,2024-06-12,3,yes_no_choice,No,jev-1.13.0
2025,2024-06-12,3,who_choice,Joe Biden,jev-1.13.0
2025,2025-04-26,3,binary_probability,0.52,jev-1.13.0
2025,2025-04-26,3,yes_no_choice,Yes,jev-1.13.0
2025,2025-04-26,3,who_choice,Donald Trump,jev-1.13.0
2021,2020-02-26,3,binary_probability,0.99,jev-1.13.0
2021,2020-02-26,3,yes_no_choice,Yes,jev-1.13.0
2021,2020-02-26,3,who_choice,Donald Trump,jev-1.13.0
2025,2024-11-08,3,binary_probability,0.21,jev-1.13.0
2025,2024-11-08,3,yes_no_choice,No,jev-1.13.0
2025,2024-11-08,3,who_choice,Joe Biden,jev-1.13.0
2025,2025-08-20,3,binary_probability,0.41,jev-1.13.0
2025,2025-08-20,3,yes_no_choice,No,jev-1.13.0
2025,2025-08-20,3,who_choice,Donald Trump,jev-1.13.0
2021,2021-01-31,3,binary_probability,0.26,jev-1.13.0
2021,2021-01-31,3,yes_no_choice,No,jev-1.13.0
2021,2021-01-31,3,who_choice,Joe Biden,jev-1.13.0
2021,2021-06-21,3,binary_probability,0.02,jev-1.13.0
2021,2021-06-21,3,yes_no_choice,No,jev-1.13.0
2021,2021-06-21,3,who_choice,Joe Biden,jev-1.13.0
2021,2020-09-25,3,binary_probability,0.99,jev-1.13.0
2021,2020-09-25,3,yes_no_choice,Yes,jev-1.13.0
2021,2020-09-25,3,who_choice,Donald Trump,jev-1.13.0
2021,2021-09-20,3,binary_probability,0.02,jev-1.13.0
2021,2021-09-20,3,yes_no_choice,No,jev-1.13.0
2021,2021-09-20,3,who_choice,Joe Biden,jev-1.13.0
2021,2020-12-23,3,binary_probability,0.97,jev-1.13.0
2021,2020-12-23,3,yes_no_choice,Yes,jev-1.13.0
2021,2020-12-23,3,who_choice,Donald Trump,jev-1.13.0
2025,2025-12-10,3,binary_probability,0.56,jev-1.13.0
2025,2025-12-10,3,yes_no_choice,Yes,jev-1.13.0
2025,2025-12-10,3,who_choice,Donald Trump,jev-1.13.0
2021,2020-03-14,3,binary_probability,0.98,jev-1.13.0
2021,2020-03-14,3,yes_no_choice,Yes,jev-1.13.0
2021,2020-03-14,3,who_choice,Donald Trump,jev-1.13.0
2021,2021-03-24,3,binary_probability,0.03,jev-1.13.0
2021,2021-03-24,3,yes_no_choice,No,jev-1.13.0
2021,2021-03-24,3,who_choice,Joe Biden,jev-1.13.0
2025,2024-05-28,3,binary_probability,0.06,jev-1.13.0
2025,2024-05-28,3,yes_no_choice,No,jev-1.13.0
2025,2024-05-28,3,who_choice,Joe Biden,jev-1.13.0
2021,2021-08-29,3,binary_probability,0.02,jev-1.13.0
2021,2021-08-29,3,yes_no_choice,No,jev-1.13.0
2021,2021-08-29,3,who_choice,Joe Biden,jev-1.13.0
2025,2025-05-30,3,binary_probability,0.53,jev-1.13.0
2025,2025-05-30,3,yes_no_choice,Yes,jev-1.13.0
2025,2025-05-30,3,who_choice,Donald Trump,jev-1.13.0
2025,2025-02-07,3,binary_probability,0.7,jev-1.13.0
2025,2025-02-07,3,yes_no_choice,Yes,jev-1.13.0
2025,2025-02-07,3,who_choice,Donald Trump,jev-1.13.0
2025,2025-03-25,3,binary_probability,0.59,jev-1.13.0
2025,2025-03-25,3,yes_no_choice,Yes,jev-1.13.0
2025,2025-03-25,3,who_choice,Donald Trump,jev-1.13.0
2025,2025-04-15,3,binary_probability,0.49,jev-1.13.0
2025,2025-04-15,3,yes_no_choice,No,jev-1.13.0
2025,2025-04-15,3,who_choice,Donald Trump,jev-1.13.0
2025,2025-03-02,3,binary_probability,0.64,jev-1.13.0
2025,2025-03-02,3,yes_no_choice,Yes,jev-1.13.0
2025,2025-03-02,3,who_choice,Donald Trump,jev-1.13.0
2021,2020-08-20,3,binary_probability,0.99,jev-1.13.0
2021,2020-08-20,3,yes_no_choice,Yes,jev-1.13.0
2021,2020-08-20,3,who_choice,Donald Trump,jev-1.13.0
2021,2021-03-11,3,binary_probability,0.03,jev-1.13.0
2021,2021-03-11,3,yes_no_choice,No,jev-1.13.0
2021,2021-03-11,3,who_choice,Joe Biden,jev-1.13.0
2021,2021-03-10,3,binary_probability,0.03,jev-1.13.0
2021,2021-03-10,3,yes_no_choice,No,jev-1.13.0
2021,2021-03-10,3,who_choice,Joe Biden,jev-1.13.0
2021,2020-03-06,3,binary_probability,0.98,jev-1.13.0
2021,2020-03-06,3,yes_no_choice,Yes,jev-1.13.0
2021,2020-03-06,3,who_choice,Donald Trump,jev-1.13.0
2025,2025-06-27,3,binary_probability,0.47,jev-1.13.0
2025,2025-06-27,3,yes_no_choice,No,jev-1.13.0
2025,2025-06-27,3,who_choice,Donald Trump,jev-1.13.0
2021,2020-03-26,3,binary_probability,0.98,jev-1.13.0
2021,2020-03-26,3,yes_no_choice,Yes,jev-1.13.0
2021,2020-03-26,3,who_choice,Donald Trump,jev-1.13.0
2021,2020-08-13,3,binary_probability,0.99,jev-1.13.0
2021,2020-08-13,3,yes_no_choice,Yes,jev-1.13.0
2021,2020-08-13,3,who_choice,Donald Trump,jev-1.13.0
2021,2021-07-21,3,binary_probability,0.02,jev-1.13.0
2021,2021-07-21,3,yes_no_choice,No,jev-1.13.0
2021,2021-07-21,3,who_choice,Joe Biden,jev-1.13.0
2021,2020-10-05,3,binary_probability,0.99,jev-1.13.0
2021,2020-10-05,3,yes_no_choice,Yes,jev-1.13.0
2021,2020-10-05,3,who_choice,Donald Trump,jev-1.13.0
2021,2021-07-25,3,binary_probability,0.02,jev-1.13.0
2021,2021-07-25,3,yes_no_choice,No,jev-1.13.0
2021,2021-07-25,3,who_choice,Joe Biden,jev-1.13.0
2021,2020-03-11,3,binary_probability,0.99,jev-1.13.0
2021,2020-03-11,3,yes_no_choice,Yes,jev-1.13.0
2021,2020-03-11,3,who_choice,Donald Trump,jev-1.13.0
2025,2024-02-16,3,binary_probability,0.08,jev-1.13.0
2025,2024-02-16,3,yes_no_choice,No,jev-1.13.0
2025,2024-02-16,3,who_choice,Joe Biden,jev-1.13.0
2025,2025-02-23,3,binary_probability,0.68,jev-1.13.0
2025,2025-02-23,3,yes_no_choice,Yes,jev-1.13.0
2025,2025-02-23,3,who_choice,Donald Trump,jev-1.13.0
2025,2024-10-05,3,binary_probability,0.11,jev-1.13.0
2025,2024-10-05,3,yes_no_choice,No,jev-1.13.0
2025,2024-10-05,3,who_choice,Joe Biden,jev-1.13.0
2025,2024-11-19,3,binary_probability,0.3,jev-1.13.0
2025,2024-11-19,3,yes_no_choice,No,jev-1.13.0
2025,2024-11-19,3,who_choice,Donald Trump,jev-1.13.0
2021,2020-10-23,3,binary_probability,0.98,jev-1.13.0
2021,2020-10-23,3,yes_no_choice,Yes,jev-1.13.0
2021,2020-10-23,3,who_choice,Donald Trump,jev-1.13.0
2025,2025-01-20,3,binary_probability,0.69,jev-1.13.0
2025,2025-01-20,3,yes_no_choice,Yes,jev-1.13.0
2025,2025-01-20,3,who_choice,Donald Trump,jev-1.13.0
2021,2021-06-12,3,binary_probability,0.02,jev-1.13.0
2021,2021-06-12,3,yes_no_choice,No,jev-1.13.0
2021,2021-06-12,3,who_choice,Joe Biden,jev-1.13.0
2021,2020-12-11,3,binary_probability,0.98,jev-1.13.0
2021,2020-12-11,3,yes_no_choice,Yes,jev-1.13.0
2021,2020-12-11,3,who_choice,Donald Trump,jev-1.13.0
2021,2020-05-05,3,binary_probability,0.99,jev-1.13.0
2021,2020-05-05,3,yes_no_choice,Yes,jev-1.13.0
2021,2020-05-05,3,who_choice,Donald Trump,jev-1.13.0
2025,2025-01-07,3,binary_probability,0.33,jev-1.13.0
2025,2025-01-07,3,yes_no_choice,No,jev-1.13.0
2025,2025-01-07,3,who_choice,Donald Trump,jev-1.13.0
2025,2025-06-07,3,binary_probability,0.54,jev-1.13.0
2025,2025-06-07,3,yes_no_choice,Yes,jev-1.13.0
2025,2025-06-07,3,who_choice,Donald Trump,jev-1.13.0
2021,2020-05-09,3,binary_probability,0.99,jev-1.13.0
2021,2020-05-09,3,yes_no_choice,Yes,jev-1.13.0
2021,2020-05-09,3,who_choice,Donald Trump,jev-1.13.0
2025,2024-04-22,3,binary_probability,0.06,jev-1.13.0
2025,2024-04-22,3,yes_no_choice,No,jev-1.13.0
2025,2024-04-22,3,who_choice,Joe Biden,jev-1.13.0
2025,2024-01-27,3,binary_probability,0.12,jev-1.13.0
2025,2024-01-27,3,yes_no_choice,No,jev-1.13.0
2025,2024-01-27,3,who_choice,Joe Biden,jev-1.13.0
2025,2024-07-22,3,binary_probability,0.09,jev-1.13.0
2025,2024-07-22,3,yes_no_choice,No,jev-1.13.0
2025,2024-07-22,3,who_choice,Joe Biden,jev-1.13.0
2021,2020-07-08,3,binary_probability,0.98,jev-1.13.0
2021,2020-07-08,3,yes_no_choice,Yes,jev-1.13.0
2021,2020-07-08,3,who_choice,Donald Trump,jev-1.13.0
2025,2025-01-11,3,binary_probability,0.58,jev-1.13.0
2025,2025-01-11,3,yes_no_choice,Yes,jev-1.13.0
