criteria_mode,year,target_usd,question,replicate,p
paired,no_date,1000000,bitcoin will reach 1 million,66,0.39
false_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",76,0.26
true_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",90,0.42
paired,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",36,0.38
paired,no_date,20000000,bitcoin will reach 20 million,24,0.38
paired_paraphrase,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",31,0.16
omitted,no_date,1000000,bitcoin will reach 1 million,18,0.12
omitted,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",53,0.14
omitted,no_date,100000000,bitcoin will reach 100 million,26,0.36
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",95,0.2
empty,no_date,1000000,bitcoin will reach 1 million,78,0.14
empty,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",46,0.26
true_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",97,0.57
paired,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",37,0.37
false_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",77,0.28
true_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",79,0.49
false_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",100,0.41
false_only,no_date,100000000,bitcoin will reach 100 million,85,0.43
empty,no_date,20000000,bitcoin will reach 20 million,39,0.6
paired_paraphrase,no_date,20000000,bitcoin will reach 20 million,27,0.24
paired_paraphrase,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",35,0.41
false_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",87,0.27
omitted,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",86,0.13
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",85,0.6
paired,no_date,20000000,bitcoin will reach 20 million,66,0.4
paired_paraphrase,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",24,0.17
true_only,no_date,1000000,bitcoin will reach 1 million,64,0.38
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",55,0.62
paired_paraphrase,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",97,0.4
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",96,0.6
paired,no_date,20000000,bitcoin will reach 20 million,81,0.37
false_only,no_date,20000000,bitcoin will reach 20 million,84,0.44
paired,no_date,20000000,bitcoin will reach 20 million,61,0.36
empty,no_date,20000000,bitcoin will reach 20 million,87,0.6
empty,no_date,1000000,bitcoin will reach 1 million,31,0.15
true_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",12,0.43
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",89,0.56
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,48,0.19
false_only,no_date,20000000,bitcoin will reach 20 million,30,0.37
paired_paraphrase,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",70,0.15
paired_paraphrase,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",78,0.42
empty,no_date,1000000,bitcoin will reach 1 million,12,0.15
paired_paraphrase,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",81,0.42
omitted,no_date,20000000,bitcoin will reach 20 million,79,0.43
paired_paraphrase,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",77,0.17
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",46,0.31
paired,no_date,1000000,bitcoin will reach 1 million,6,0.41
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",28,0.19
true_only,no_date,100000000,bitcoin will reach 100 million,52,0.47
empty,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",86,0.23
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",42,0.54
false_only,no_date,20000000,bitcoin will reach 20 million,77,0.39
paired_paraphrase,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",45,0.16
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",43,0.65
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",20,0.54
false_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",36,0.27
omitted,no_date,100000000,bitcoin will reach 100 million,16,0.37
paired,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",34,0.37
omitted,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",70,0.16
empty,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",59,0.24
empty,no_date,20000000,bitcoin will reach 20 million,24,0.58
omitted,no_date,20000000,bitcoin will reach 20 million,65,0.43
true_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",69,0.41
paired,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",59,0.37
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",3,0.54
false_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",21,0.46
omitted,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",75,0.44
paired_paraphrase,no_date,20000000,bitcoin will reach 20 million,65,0.22
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",31,0.31
false_only,no_date,100000000,bitcoin will reach 100 million,21,0.41
omitted,no_date,20000000,bitcoin will reach 20 million,69,0.41
true_only,no_date,1000000,bitcoin will reach 1 million,62,0.39
false_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",7,0.28
empty,no_date,20000000,bitcoin will reach 20 million,31,0.58
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",47,0.56
true_only,no_date,20000000,bitcoin will reach 20 million,48,0.36
empty,no_date,20000000,bitcoin will reach 20 million,21,0.57
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",10,0.17
false_only,no_date,20000000,bitcoin will reach 20 million,53,0.39
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",35,0.32
paired,no_date,100000000,bitcoin will reach 100 million,96,0.33
empty,no_date,1000000,bitcoin will reach 1 million,60,0.13
true_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",42,0.42
false_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",53,0.45
omitted,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",29,0.46
true_only,no_date,20000000,bitcoin will reach 20 million,3,0.38
false_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",91,0.29
omitted,no_date,1000000,bitcoin will reach 1 million,28,0.1
paired,no_date,1000000,bitcoin will reach 1 million,32,0.38
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",14,0.63
paired_paraphrase,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",58,0.13
paired,no_date,1000000,bitcoin will reach 1 million,90,0.39
true_only,no_date,20000000,bitcoin will reach 20 million,83,0.35
paired_paraphrase,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",94,0.42
paired_paraphrase,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",51,0.15
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,24,0.19
false_only,no_date,20000000,bitcoin will reach 20 million,39,0.39
paired_paraphrase,no_date,20000000,bitcoin will reach 20 million,44,0.23
paired,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",4,0.37
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,3,0.2
omitted,no_date,20000000,bitcoin will reach 20 million,50,0.42
paired,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",19,0.4
empty,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",15,0.25
paired_paraphrase,no_date,20000000,bitcoin will reach 20 million,83,0.22
omitted,no_date,1000000,bitcoin will reach 1 million,63,0.12
empty,no_date,100000000,bitcoin will reach 100 million,79,0.39
empty,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",39,0.28
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",65,0.56
paired_paraphrase,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",30,0.39
false_only,no_date,100000000,bitcoin will reach 100 million,96,0.41
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",75,0.6
omitted,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",97,0.43
omitted,no_date,100000000,bitcoin will reach 100 million,29,0.39
false_only,no_date,100000000,bitcoin will reach 100 million,11,0.4
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",22,0.62
paired_paraphrase,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",91,0.41
omitted,no_date,100000000,bitcoin will reach 100 million,34,0.35
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",78,0.57
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",60,0.55
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",23,0.56
empty,no_date,100000000,bitcoin will reach 100 million,33,0.38
paired,no_date,20000000,bitcoin will reach 20 million,54,0.4
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",49,0.64
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",47,0.28
paired_paraphrase,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",72,0.16
paired,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",21,0.36
omitted,no_date,1000000,bitcoin will reach 1 million,80,0.12
paired_paraphrase,no_date,20000000,bitcoin will reach 20 million,37,0.26
paired,no_date,1000000,bitcoin will reach 1 million,86,0.38
true_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",56,0.42
false_only,no_date,1000000,bitcoin will reach 1 million,12,0.28
empty,no_date,1000000,bitcoin will reach 1 million,37,0.14
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",23,0.34
omitted,no_date,1000000,bitcoin will reach 1 million,38,0.13
omitted,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",42,0.46
false_only,no_date,20000000,bitcoin will reach 20 million,100,0.43
false_only,no_date,100000000,bitcoin will reach 100 million,92,0.42
false_only,no_date,20000000,bitcoin will reach 20 million,58,0.43
empty,no_date,100000000,bitcoin will reach 100 million,78,0.36
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",17,0.54
false_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",87,0.42
true_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",77,0.55
empty,no_date,100000000,bitcoin will reach 100 million,20,0.31
true_only,no_date,100000000,bitcoin will reach 100 million,73,0.47
empty,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",23,0.23
omitted,no_date,1000000,bitcoin will reach 1 million,88,0.11
paired_paraphrase,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",59,0.4
omitted,no_date,20000000,bitcoin will reach 20 million,74,0.44
false_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",61,0.28
true_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",93,0.49
empty,no_date,1000000,bitcoin will reach 1 million,62,0.15
paired_paraphrase,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",73,0.41
omitted,no_date,1000000,bitcoin will reach 1 million,15,0.11
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",73,0.32
omitted,no_date,100000000,bitcoin will reach 100 million,56,0.35
false_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",39,0.28
false_only,no_date,1000000,bitcoin will reach 1 million,7,0.27
paired,no_date,100000000,bitcoin will reach 100 million,51,0.34
false_only,no_date,100000000,bitcoin will reach 100 million,86,0.44
false_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",39,0.43
omitted,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",74,0.15
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",23,0.26
empty,no_date,20000000,bitcoin will reach 20 million,64,0.58
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,2,0.2
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",77,0.31
omitted,no_date,20000000,bitcoin will reach 20 million,55,0.42
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",88,0.59
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,82,0.19
false_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",50,0.42
paired,no_date,100000000,bitcoin will reach 100 million,65,0.33
omitted,no_date,100000000,bitcoin will reach 100 million,76,0.36
paired,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",81,0.39
omitted,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",98,0.46
true_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",13,0.43
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",66,0.28
paired,no_date,20000000,bitcoin will reach 20 million,10,0.41
true_only,no_date,20000000,bitcoin will reach 20 million,44,0.39
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",50,0.31
true_only,no_date,20000000,bitcoin will reach 20 million,62,0.4
paired,no_date,20000000,bitcoin will reach 20 million,93,0.39
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",60,0.64
paired_paraphrase,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",3,0.39
false_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",72,0.47
paired_paraphrase,no_date,1000000,bitcoin will reach 1 million,40,0.48
omitted,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",24,0.14
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",12,0.19
paired_paraphrase,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",83,0.4
false_only,no_date,20000000,bitcoin will reach 20 million,81,0.45
true_only,no_date,1000000,bitcoin will reach 1 million,84,0.38
omitted,no_date,1000000,bitcoin will reach 1 million,77,0.11
empty,no_date,100000000,bitcoin will reach 100 million,43,0.38
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",54,0.17
false_only,no_date,100000000,bitcoin will reach 100 million,17,0.42
omitted,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",79,0.43
omitted,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",78,0.14
omitted,no_date,20000000,bitcoin will reach 20 million,67,0.4
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",71,0.18
paired_paraphrase,no_date,1000000,bitcoin will reach 1 million,70,0.45
true_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",84,0.4
true_only,no_date,1000000,bitcoin will reach 1 million,19,0.36
true_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",68,0.52
true_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",64,0.51
paired,no_date,100000000,bitcoin will reach 100 million,73,0.39
paired,no_date,100000000,bitcoin will reach 100 million,89,0.38
omitted,no_date,100000000,bitcoin will reach 100 million,81,0.38
false_only,no_date,100000000,bitcoin will reach 100 million,9,0.4
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",69,0.64
omitted,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",36,0.45
true_only,no_date,1000000,bitcoin will reach 1 million,60,0.4
true_only,no_date,20000000,bitcoin will reach 20 million,20,0.41
true_only,no_date,1000000,bitcoin will reach 1 million,79,0.4
paired_paraphrase,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",87,0.39
false_only,no_date,1000000,bitcoin will reach 1 million,79,0.26
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,79,0.18
paired,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",7,0.37
false_only,no_date,20000000,bitcoin will reach 20 million,12,0.4
omitted,no_date,20000000,bitcoin will reach 20 million,85,0.45
paired_paraphrase,no_date,20000000,bitcoin will reach 20 million,33,0.22
false_only,no_date,20000000,bitcoin will reach 20 million,76,0.42
false_only,no_date,100000000,bitcoin will reach 100 million,41,0.43
paired,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",73,0.44
paired_paraphrase,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",63,0.15
paired,no_date,1000000,bitcoin will reach 1 million,15,0.4
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",61,0.57
paired,no_date,20000000,bitcoin will reach 20 million,99,0.39
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",2,0.55
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",58,0.31
false_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",16,0.29
true_only,no_date,1000000,bitcoin will reach 1 million,17,0.39
paired_paraphrase,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",50,0.41
paired,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",48,0.41
true_only,no_date,20000000,bitcoin will reach 20 million,92,0.38
false_only,no_date,100000000,bitcoin will reach 100 million,78,0.42
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",73,0.16
paired,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",44,0.38
omitted,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",32,0.17
paired,no_date,100000000,bitcoin will reach 100 million,54,0.4
empty,no_date,1000000,bitcoin will reach 1 million,92,0.14
paired,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",78,0.35
paired,no_date,1000000,bitcoin will reach 1 million,25,0.4
empty,no_date,1000000,bitcoin will reach 1 million,75,0.15
false_only,no_date,100000000,bitcoin will reach 100 million,93,0.41
false_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",32,0.46
paired_paraphrase,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",25,0.39
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",13,0.56
false_only,no_date,100000000,bitcoin will reach 100 million,2,0.41
false_only,no_date,20000000,bitcoin will reach 20 million,36,0.41
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",77,0.17
false_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",71,0.25
omitted,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",17,0.16
paired,no_date,20000000,bitcoin will reach 20 million,3,0.41
paired_paraphrase,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",29,0.17
true_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",100,0.4
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",30,0.62
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",50,0.63
paired_paraphrase,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",17,0.15
paired,no_date,100000000,bitcoin will reach 100 million,41,0.34
false_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",23,0.26
omitted,no_date,1000000,bitcoin will reach 1 million,94,0.11
omitted,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",22,0.15
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",99,0.54
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",43,0.32
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",16,0.61
paired_paraphrase,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",24,0.37
paired,no_date,100000000,bitcoin will reach 100 million,80,0.35
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",79,0.61
false_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",86,0.45
paired,no_date,100000000,bitcoin will reach 100 million,3,0.32
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",30,0.52
paired,no_date,100000000,bitcoin will reach 100 million,37,0.34
false_only,no_date,1000000,bitcoin will reach 1 million,16,0.26
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",4,0.15
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",52,0.59
true_only,no_date,1000000,bitcoin will reach 1 million,36,0.4
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",41,0.56
paired_paraphrase,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",56,0.14
omitted,no_date,100000000,bitcoin will reach 100 million,63,0.35
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",98,0.56
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",72,0.57
paired_paraphrase,no_date,20000000,bitcoin will reach 20 million,88,0.24
true_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",87,0.42
paired_paraphrase,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",10,0.16
false_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",70,0.44
omitted,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",28,0.15
omitted,no_date,20000000,bitcoin will reach 20 million,43,0.42
empty,no_date,1000000,bitcoin will reach 1 million,57,0.12
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,95,0.21
paired_paraphrase,no_date,20000000,bitcoin will reach 20 million,21,0.23
false_only,no_date,1000000,bitcoin will reach 1 million,98,0.25
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",95,0.56
true_only,no_date,20000000,bitcoin will reach 20 million,47,0.36
paired,no_date,100000000,bitcoin will reach 100 million,20,0.33
paired,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",1,0.37
paired,no_date,20000000,bitcoin will reach 20 million,17,0.39
empty,no_date,20000000,bitcoin will reach 20 million,27,0.55
paired,no_date,1000000,bitcoin will reach 1 million,23,0.41
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,89,0.2
omitted,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",30,0.15
paired,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",51,0.39
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",64,0.24
paired_paraphrase,no_date,20000000,bitcoin will reach 20 million,89,0.22
true_only,no_date,1000000,bitcoin will reach 1 million,29,0.41
false_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",40,0.44
false_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",44,0.43
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",27,0.54
false_only,no_date,20000000,bitcoin will reach 20 million,73,0.4
paired,no_date,1000000,bitcoin will reach 1 million,78,0.39
paired_paraphrase,no_date,20000000,bitcoin will reach 20 million,7,0.25
true_only,no_date,20000000,bitcoin will reach 20 million,37,0.4
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",90,0.68
paired_paraphrase,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",47,0.18
empty,no_date,1000000,bitcoin will reach 1 million,80,0.13
false_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",47,0.29
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",77,0.55
true_only,no_date,1000000,bitcoin will reach 1 million,4,0.39
false_only,no_date,20000000,bitcoin will reach 20 million,94,0.41
false_only,no_date,100000000,bitcoin will reach 100 million,44,0.41
paired,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",20,0.39
true_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",41,0.51
false_only,no_date,20000000,bitcoin will reach 20 million,57,0.44
paired,no_date,1000000,bitcoin will reach 1 million,50,0.4
paired,no_date,20000000,bitcoin will reach 20 million,45,0.38
omitted,no_date,1000000,bitcoin will reach 1 million,81,0.13
empty,no_date,20000000,bitcoin will reach 20 million,6,0.58
empty,no_date,1000000,bitcoin will reach 1 million,87,0.15
false_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",41,0.29
omitted,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",96,0.39
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",65,0.6
paired_paraphrase,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",19,0.39
paired_paraphrase,no_date,20000000,bitcoin will reach 20 million,31,0.25
paired,no_date,1000000,bitcoin will reach 1 million,16,0.37
true_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",76,0.5
true_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",98,0.53
paired,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",41,0.29
paired,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",84,0.39
paired_paraphrase,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",44,0.15
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,41,0.17
omitted,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",13,0.12
paired,no_date,100000000,bitcoin will reach 100 million,95,0.33
empty,no_date,100000000,bitcoin will reach 100 million,89,0.37
paired_paraphrase,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",4,0.16
paired,no_date,20000000,bitcoin will reach 20 million,74,0.35
paired,no_date,100000000,bitcoin will reach 100 million,22,0.36
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",37,0.64
empty,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",22,0.25
true_only,no_date,20000000,bitcoin will reach 20 million,17,0.41
paired,no_date,1000000,bitcoin will reach 1 million,28,0.4
paired_paraphrase,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",80,0.14
false_only,no_date,20000000,bitcoin will reach 20 million,65,0.41
false_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",37,0.44
true_only,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",46,0.4
true_only,no_date,1000000,bitcoin will reach 1 million,1,0.42
omitted,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",37,0.58
false_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",98,0.42
omitted,no_date,20000000,bitcoin will reach 20 million,24,0.45
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,70,0.19
false_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",49,0.3
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,34,0.2
empty,no_date,20000000,bitcoin will reach 20 million,96,0.6
paired_paraphrase,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",14,0.16
empty,no_date,100000000,bitcoin will reach 100 million,27,0.33
true_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",45,0.54
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,29,0.2
empty,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",26,0.61
false_only,no_date,20000000,bitcoin will reach 20 million,38,0.43
paired_paraphrase,no_date,100000000,bitcoin will reach 100 million,96,0.2
true_only,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",69,0.52
omitted,no_date,1000000,bitcoin will reach 1 million,91,0.12
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",8,0.17
paired,no_date,1000000,bitcoin will reach 1 million,30,0.39
empty,no_date,1000000,bitcoin will reach 1 million,14,0.13
false_only,no_date,20000000,bitcoin will reach 20 million,69,0.39
omitted,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",42,0.14
paired_paraphrase,2035,20000000,"bitcoin will reach 20 million by December 31, 2035",32,0.19
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",29,0.56
empty,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",63,0.22
paired_paraphrase,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",73,0.11
false_only,no_date,20000000,bitcoin will reach 20 million,79,0.45
false_only,no_date,1000000,bitcoin will reach 1 million,63,0.28
paired_paraphrase,no_date,20000000,bitcoin will reach 20 million,66,0.26
empty,no_date,100000000,bitcoin will reach 100 million,87,0.37
false_only,no_date,100000000,bitcoin will reach 100 million,8,0.44
omitted,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",49,0.43
paired,no_date,20000000,bitcoin will reach 20 million,32,0.38
paired,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",33,0.38
false_only,no_date,1000000,bitcoin will reach 1 million,89,0.27
paired,no_date,100000000,bitcoin will reach 100 million,66,0.34
empty,no_date,1000000,bitcoin will reach 1 million,86,0.13
true_only,no_date,1000000,bitcoin will reach 1 million,86,0.42
false_only,no_date,100000000,bitcoin will reach 100 million,25,0.42
empty,2035,1000000,"bitcoin will reach 1 million by December 31, 2035",40,0.17
true_only,2035,100000000,"bitcoin will reach 100 million by December 31, 2035",70,0.55
